question,label
How the air conditioning systems are classified and explain the summer air conditioning system with neat sketch.,easy
What is filter medium?,easy
State the conductivity of a semiconductor at 0 K and clearly explain your answer. ,easy
Describe conservation tillage and explain why it often requires a change in nutrient management. ,easy
What is tempering process?,easy
"â2 b) 1 c) 2 d) â1 iii) The value of 21 2Czdzzï« ï­ï²where C is | z | = 1,",medium
Write short note on 12C bus.,easy
In how many different license plates are available if each plate contains a sequence of 2 letters followed by 4 digits?,medium
Write short note on RS232 standard.,easy
"Being outside directors, Independent Non-Executive Directors (INEDs) do not work in the company on a daily basis. Their hands are tied due to the nature of their positions. Provide an assessment on the limitations of INEDs in the context of corporate governance ",easy
Find the velocity and wavelength of the electron. ,easy
Give the enzyme group number and name for acetylcholine esterase. Describe the non-covalent interactions used by acetylcholine esterase for substrate binding.,easy
List THREE applications of degenerate PCR amplification.,easy
State various methods of rapid prototype.,easy
What is doubly linkedlist.,easy
Describe head type flow measurement transducers.,easy
Differentiate Soft Magnetic Materials and Hard Magnetic Materials.,easy
Propose ONE (1) new local flavor Kit Kat for Malaysian consumers. Describe the need for the new flavor among the Malaysian consumer. ,hard
National income accounting refers to a set of rules and techniques that are used to measure the national income of a country. Explain EIGHT (8) significant factors of national income accounting. ,easy
State the requirement of material used for rotating machines.,easy
Explain the applications of applied geometric algebra for modelling of robotics physics.,easy
Differentiate between sequence containers and associative containers in the STL.,medium
Calculate the atomic packaging factor for FCC and HCP crystal structure.,medium
Distinguish between gathering and in setting process.,medium
Describe FIVE (5) categories of space.,easy
Describe what happens during the negative feedback loop of thermoregulation. ,easy
Discuss the various exceptional conditions that should be handled while using stack operations.,easy
What is A VL tree? Explain all the rotations in A VL tree. Construct A VL tree for the following data:,easy
What is mean by creeping in an energy meter and how is it prevented?,easy
Differentiate and Explain the Interrupt gate and Trap gate descriptor.,easy
Derive general three dimensional heat conduction equation in Cartesian coordinates.,medium
Provide the equations for the Eadie-Hofstee and Hanes-Woolf plot. Explain how these equations could be derived from the Michaelis-Menten equation. ,medium
Give test for conflict serializability.,easy
Derive strain energy stored in a body when the load is suddenly applied.,medium
Explain in detail distortion in delta Modulation.,easy
Discuss the significance of hydrophobicity plot in transmembrane protein research. ,easy
Discuss in detail Proctor needle in field compaction control.,medium
Explain Pressure forming polymer processing with sketch.,easy
Compare and contrast microbial and chemical risk assessment. ,medium
What are the rules for over loading operators.,easy
Explain the behavioral modeling in Virtual Reality.,medium
Describe the 5 hierarchical stages of Welliver's Instructional Transformation Model. ,easy
What is Clausius inequality?,easy
List FIVE (5) plant consideration in a construction site. ,easy
Following table gives the distance in nautical miles of the visible horizon for the given heights in feet above earth.,medium
Classify recorders.,easy
Define Pressure vessel and give some industrial examples where these are used commonly.,easy
Describe in brief elastomer polymerization.,medium
Discuss FOUR (4) key components that involve in explaining an organizational crisis. Explain your answer with an example for each component. ,easy
The armature resistance of a DC shunt motor is 5.,medium
Write the steps involved in programming compare mode of CCP1 module in PIC18F458.,easy
Explain velocity distribution in open channel flow.,easy
State Nyquist theorem and explain Nyquist stability criteria.,easy
Discuss on tunnel excavated through faulted area.,medium
Explain the system address and system segment registers.,easy
Distinguish between the ripening behaviour of climacteric and non-climacteric fruits in terms of carbon dioxide release and ethylene synthesis. ,medium
State the main missions of National Center for Biotechnology Information (NCBI). ,easy
What do you mean by molecular machine?,easy
